"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2021-08-15 ~ 2022-08-14"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 제주특별자치도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"21","제주특별자치도 제주시 노형동","1032-1","1032","0001","노형미화1차","59.5100","202208","09","15,500","-","4","-","-","1995","월랑북1길 12","-","직거래","-","-"
"22","제주특별자치도 제주시 연동","279-2","0279","0002","벽강하이본타워","32.0400","202208","09","10,800","-","5","-","-","2003","신대로22길 40","-","중개거래","제주 제주시","-"
"23","제주특별자치도 서귀포시 동홍동","528-1","0528","0001","동홍동파밀리움","72.9905","202208","08","30,500","-","2","-","-","2018","장수로 8","-","중개거래","제주 서귀포시","-"
"24","제주특별자치도 서귀포시 동홍동","528-1","0528","0001","동홍동파밀리움","72.9905","202208","08","30,000","-","1","-","-","2018","장수로 8","-","중개거래","제주 서귀포시","-"
"25","제주특별자치도 제주시 노형동","905-7","0905","0007","엘리시아","84.7500","202208","08","45,000","-","8","-","-","2009","원노형5길 28","-","중개거래","제주 제주시","-"
"26","제주특별자치도 제주시 외도일동","640-1","0640","0001","해마루풍경102동","51.8065","202208","08","22,500","-","4","-","-","2013","우령서로 87","-","중개거래","제주 제주시","-"
"27","제주특별자치도 제주시 삼양이동","2318","2318","0000","제주삼화사랑으로부영3차","66.4409","202208","08","45,000","-","10","-","-","2013","화삼로 167","-","중개거래","제주 제주시","-"
"28","제주특별자치도 서귀포시 서귀동","321-6","0321","0006","계림파인파크","70.6000","202208","08","22,800","-","7","-","-","2012","중앙로59번길 28","-","직거래","-","-"
"29","제주특별자치도 제주시 외도일동","498-9","0498","0009","더펠리스2차","84.8300","202208","08","42,000","-","12","-","-","2016","우정로 50","-","중개거래","제주 제주시","-"
"30","제주특별자치도 제주시 삼양일동","1628-1","1628","0001","삼부장미(나동)","71.0700","202208","08","11,900","-","2","-","-","1992","선사로6길 58","-","중개거래","제주 제주시","-"
"31","제주특별자치도 서귀포시 성산읍 고성리","1480","1480","0000","제주&성산","31.5920","202208","08","13,700","-","3","-","-","2016","고성중앙로 28-5","-","중개거래","제주 서귀포시","-"
"32","제주특별자치도 제주시 노형동","2526-2","2526","0002","헤레스노형","41.8800","202208","08","23,000","-","11","-","-","2019","정존3길 26","-","중개거래","제주 제주시","-"
"33","제주특별자치도 제주시 일도이동","132-44","0132","0044","서반","84.8172","202208","06","20,650","-","8","-","-","2000","고마로 21","-","중개거래","제주 제주시","-"
"34","제주특별자치도 제주시 도련이동","645-6","0645","0006","제일일출","81.1600","202208","06","30,500","-","4","-","-","2002","매촌서1길 28","-","중개거래","제주 제주시","-"
"35","제주특별자치도 제주시 오라이동","1492","1492","0000","미듬아뜨리에","59.9750","202208","06","23,000","-","5","-","-","2014","연사길 83-20","-","중개거래","제주 제주시","-"
"36","제주특별자치도 제주시 한림읍 협재리","1567-1","1567","0001","J블루오션","59.7900","202208","05","9,500","-","2","-","-","1993","협재10길 18","-","직거래","-","-"
"37","제주특별자치도 제주시 연동","290-4","0290","0004","이레빌","22.7500","202208","05","6,500","-","9","-","-","2012","신광로1길 6","-","중개거래","제주 제주시","-"
"38","제주특별자치도 제주시 연동","290-4","0290","0004","이레빌","22.7500","202208","05","6,500","-","9","-","-","2012","신광로1길 6","-","직거래","-","-"
"39","제주특별자치도 서귀포시 남원읍 위미리","3108","3108","0000","금강라이프빌3차","84.9767","202208","05","28,120","-","7","-","-","2015","태위로 54-7","-","중개거래","제주 서귀포시","-"
"40","제주특별자치도 제주시 삼양이동","2318","2318","0000","제주삼화사랑으로부영3차","66.4409","202208","05","53,500","-","3","-","-","2013","화삼로 167","-","중개거래","제주 제주시","-"
"41","제주특별자치도 서귀포시 중문동","2367-1","2367","0001","삼성홈스테이","17.9935","202208","05","8,100","-","6","-","-","2018","중문상로 10","-","중개거래","제주 서귀포시","-"
"42","제주특별자치도 제주시 삼도일동","565-14","0565","0014","아이린2차","84.9800","202208","05","18,300","-","3","-","-","2013","서광로 204","-","직거래","-","-"
"43","제주특별자치도 제주시 삼도일동","788-21","0788","0021","영남화이트빌(나동)","99.1800","202208","05","25,500","-","10","-","-","2004","충효길 30","-","중개거래","제주 제주시","-"
"44","제주특별자치도 제주시 이도이동","1956","1956","0000","이도한일베라체","84.6700","202208","05","81,000","-","13","-","-","2011","신설로 55","-","중개거래","제주 제주시","-"
"45","제주특별자치도 서귀포시 남원읍 위미리","3108","3108","0000","금강라이프빌3차","84.9767","202208","05","28,300","-","7","-","-","2015","태위로 54-7","20220826","중개거래","제주 서귀포시","-"
"46","제주특별자치도 제주시 외도일동","560-1","0560","0001","외도부영1차","59.9330","202208","05","31,900","-","6","-","-","2000","우정로11길 22","-","중개거래","제주 서귀포시","-"
"47","제주특별자치도 서귀포시 호근동","2161","2161","0000","호근동코아루오션뷰","84.8239","202208","05","32,000","-","3","-","-","2017","호근북로 10","-","중개거래","제주 서귀포시","-"
"48","제주특별자치도 제주시 연동","290-4","0290","0004","이레빌","22.7500","202208","04","6,000","-","6","-","-","2012","신광로1길 6","-","직거래","-","-"
"49","제주특별자치도 제주시 노형동","2526-3","2526","0003","지산9차위더스빌","84.9614","202208","04","34,500","-","3","-","-","2004","수덕5길 66","-","중개거래","제주 제주시","-"
"50","제주특별자치도 제주시 도련일동","1911","1911","0000","제주삼화사랑으로부영6차","84.3616","202208","04","59,500","-","10","-","-","2013","화삼로 107","-","중개거래","제주 제주시","-"
"51","제주특별자치도 제주시 외도일동","560-2","0560","0002","부영(2차)","84.9873","202208","04","46,300","-","11","-","-","2001","우평로 318","20220825","중개거래","제주 제주시","-"
"52","제주특별자치도 제주시 외도일동","560-2","0560","0002","부영(2차)","84.9873","202208","04","46,300","-","11","-","-","2001","우평로 318","-","중개거래","제주 제주시","-"
"53","제주특별자치도 제주시 연동","2332-5","2332","0005","연동아이진빌","33.2100","202208","03","10,000","-","8","-","-","2011","도령로15길 4","-","직거래","-","-"
"54","제주특별자치도 제주시 구좌읍 세화리","1555-1","1555","0001","나이스6차","79.3360","202208","03","26,000","-","4","-","-","2017","구좌로 26-12","-","직거래","-","-"
"55","제주특별자치도 제주시 조천읍 신촌리","1792-6","1792","0006","에스디빌102동","84.6500","202208","03","31,000","-","5","-","-","2016","신북로 66","-","중개거래","제주 제주시","-"
"56","제주특별자치도 제주시 외도일동","418-4","0418","0004","외도위산엘리시움","53.5101","202208","03","26,000","-","6","-","-","2020","우정로4길 4-4","-","중개거래","제주 제주시","-"
"57","제주특별자치도 제주시 노형동","2527-5","2527","0005","세기7차","59.8300","202208","02","23,500","-","2","-","-","1996","정존3길 34","-","직거래","-","-"
"58","제주특별자치도 제주시 연동","284-5","0284","0005","미도스카이빌","28.9000","202208","02","8,300","-","9","-","-","2012","노연로 118-1","-","직거래","-","-"
"59","제주특별자치도 서귀포시 동홍동","76-1","0076","0001","본헤르동홍형남","84.8644","202208","02","36,500","-","4","-","-","2017","동홍중앙로90번길 38-4","-","중개거래","제주 서귀포시","-"
"60","제주특별자치도 서귀포시 중문동","2433-2","2433","0002","중문미듬하나로","57.3812","202208","02","15,100","-","1","-","-","2002","천제연로232번길 18-5","-","중개거래","제주 서귀포시","-"
"61","제주특별자치도 서귀포시 강정동","158-3","0158","0003","윙스스카이","25.7800","202208","02","8,000","-","5","-","-","2012","신서귀로51번길 29","-","직거래","-","-"
"62","제주특별자치도 서귀포시 중문동","1999-2","1999","0002","민우중문","59.7000","202208","01","12,500","-","2","-","-","1993","천제연로213번길 14-3","-","중개거래","제주 서귀포시","-"
"63","제주특별자치도 제주시 일도이동","403-1","0403","0001","명주","64.1100","202208","01","11,000","-","1","-","-","1989","동광로20길 9","-","직거래","-","-"
"64","제주특별자치도 제주시 용담일동","219-8","0219","0008","다올해피죤","84.9200","202208","01","20,000","-","8","-","-","2013","용담로 141","-","직거래","-","-"
"65","제주특별자치도 제주시 외도일동","463-1","0463","0001","아모르101","48.5429","202208","01","31,255","-","3","-","-","2012","우정로6길 17","20230421","직거래","-","-"
"66","제주특별자치도 제주시 외도일동","463-1","0463","0001","아모르101","48.5429","202208","01","16,450","-","3","-","-","2012","우정로6길 17","-","직거래","-","-"
"67","제주특별자치도 제주시 연동","1952-1","1952","0001","정한맨션(A동)","59.0000","202208","01","10,500","-","5","-","-","1992","남녕로8길 10","-","직거래","-","-"
"68","제주특별자치도 제주시 연동","253-36","0253","0036","연동백강스위트엠I","66.7140","202207","30","45,000","-","4","-","-","2021","연동4길 12-12","20221114","중개거래","제주 제주시","-"
"69","제주특별자치도 제주시 연동","277-5","0277","0005","제웅솔내음","34.7636","202207","30","11,500","-","4","-","-","2012","신대로20길 45","-","중개거래","제주 제주시","-"
"70","제주특별자치도 제주시 외도일동","537-3","0537","0003","더그라벨","83.1904","202207","29","32,000","-","8","-","-","2016","우령서로 69","-","직거래","-","-"
"71","제주특별자치도 서귀포시 동홍동","119","0119","0000","주공2(동홍2)","39.6900","202207","29","20,500","-","5","-","-","1990","동홍중앙로 30","-","중개거래","제주 서귀포시","-"
"72","제주특별자치도 서귀포시 동홍동","1674","1674","0000","주공5차(동홍5차)","49.8700","202207","29","19,500","-","1","-","-","1999","중산간동로 8002","-","중개거래","제주 서귀포시","-"
"73","제주특별자치도 제주시 도련이동","548","0548","0000","제주삼화사랑으로부영1차","73.9049","202207","29","50,000","-","9","-","-","2013","화삼북로 136","20221207","중개거래","제주 제주시","-"
"74","제주특별자치도 제주시 연동","271-19","0271","0019","해월루","19.6895","202207","28","6,000","-","2","-","-","2012","삼무로3길 41","-","중개거래","제주 제주시","-"
"75","제주특별자치도 제주시 외도일동","560-1","0560","0001","외도부영1차","49.8960","202207","28","20,000","-","11","-","-","2000","우정로11길 22","-","중개거래","제주 제주시","-"
"76","제주특별자치도 서귀포시 중문동","1789","1789","0000","중문푸른마을","51.8800","202207","28","23,800","-","5","-","-","2003","천제연로 239","-","중개거래","제주 서귀포시","-"
"77","제주특별자치도 제주시 도두일동","2614","2614","0000","블루파크시티","21.2369","202207","28","14,000","-","5","-","-","2018","도두항서길 41","-","직거래","-","-"
"78","제주특별자치도 제주시 삼양일동","1601-11","1601","0011","삼부장미(가동)","84.9600","202207","27","11,700","-","2","-","-","1992","선사로6길 55","-","직거래","-","-"
"79","제주특별자치도 제주시 조천읍 신촌리","1909","1909","0000","광영타운","72.2100","202207","27","29,170","-","2","-","-","2022","신촌7길 16","-","직거래","-","-"
"80","제주특별자치도 제주시 도남동","72-6","0072","0006","아산5차","84.9100","202207","27","22,000","-","4","-","-","1997","독짓골2길 19","-","중개거래","제주 제주시","-"
"81","제주특별자치도 제주시 일도이동","161-2","0161","0002","인화리치빌","82.5700","202207","27","29,000","-","5","-","-","2016","고마로 30","-","중개거래","경북 경산시","-"
"82","제주특별자치도 제주시 연동","262-18","0262","0018","연동ABC주상복합","24.7500","202207","27","10,000","-","7","-","-","2013","노연로 87","-","직거래","-","-"
"83","제주특별자치도 서귀포시 서홍동","2595","2595","0000","프리미엄성보파크","82.7738","202207","26","34,900","-","2","-","-","2019","중산간동로 8022","20220824","중개거래","제주 서귀포시","-"
"84","제주특별자치도 서귀포시 동홍동","1202-1","1202","0001","동홍동예그린하우스텔4차","30.1331","202207","26","9,700","-","4","-","-","2016","중산간동로7929번길 26","-","직거래","-","-"
"85","제주특별자치도 서귀포시 동홍동","119","0119","0000","주공2(동홍2)","39.3000","202207","26","20,000","-","5","-","-","1990","동홍중앙로 30","-","중개거래","제주 서귀포시","-"
"86","제주특별자치도 서귀포시 동홍동","405-1","0405","0001","제이원파크","74.7980","202207","26","23,000","-","2","-","-","2015","동홍서로 10-10","-","중개거래","제주 서귀포시","-"
"87","제주특별자치도 제주시 노형동","2524-2","2524","0002","세방","68.7300","202207","26","25,700","-","3","-","-","1991","정존9길 32-4","-","중개거래","제주 제주시","-"
"88","제주특별자치도 제주시 노형동","731-2","0731","0002","한화","126.0894","202207","26","127,000","-","3","-","-","2002","원노형로 102","-","중개거래","제주 제주시","-"
"89","제주특별자치도 서귀포시 동홍동","1202-1","1202","0001","동홍동예그린하우스텔4차","44.6639","202207","26","13,200","-","2","-","-","2016","중산간동로7929번길 26","-","직거래","-","-"
"90","제주특별자치도 서귀포시 동홍동","355-1","0355","0001","주공4(동홍주공4)","50.7000","202207","26","19,000","-","2","-","-","1994","태평로512번길 10","-","직거래","-","-"
"91","제주특별자치도 제주시 도남동","50-6","0050","0006","성원1","68.4100","202207","25","14,350","-","5","-","-","1993","도남로10길 35-10","-","중개거래","제주 제주시","-"
"92","제주특별자치도 제주시 도련일동","1789-2","1789","0002","미듬하나로(도련)","53.0916","202207","25","20,500","-","4","-","-","2002","삼봉로 115-1","-","중개거래","제주 제주시","-"
"93","제주특별자치도 제주시 연동","250-6","0250","0006","예그린하우스텔","23.5425","202207","25","5,950","-","4","-","-","2011","삼무로 9","-","직거래","-","-"
"94","제주특별자치도 제주시 애월읍 하귀1리","527-1","0527","0001","서진비치빌리지","76.0519","202207","25","16,000","-","2","-","-","2001","하귀12길 12","-","직거래","-","-"
"95","제주특별자치도 제주시 도남동","78","0078","0000","영산홍","59.9400","202207","24","22,800","-","5","-","-","1992","도남로17길 32","-","직거래","-","-"
"96","제주특별자치도 제주시 도남동","78","0078","0000","영산홍","59.9400","202207","24","22,800","-","5","-","-","1992","도남로17길 32","-","중개거래","제주 제주시","-"
"97","제주특별자치도 서귀포시 동홍동","119","0119","0000","주공2(동홍2)","39.6900","202207","23","20,500","-","3","-","-","1990","동홍중앙로 30","-","중개거래","제주 서귀포시 제주 제주시","-"
"98","제주특별자치도 제주시 연동","2325-4","2325","0004","신우스위트빌3차","43.9600","202207","22","15,700","-","13","-","-","2003","성신로1길 22","-","중개거래","제주 제주시","-"
"99","제주특별자치도 제주시 연동","2331-7","2331","0007","진호뉴캐슬","83.3700","202207","22","25,700","-","7","-","-","2004","도령로 111","-","중개거래","제주 제주시","-"
"100","제주특별자치도 제주시 건입동","672-5","0672","0005","미화(사라미화맨션)","81.5400","202207","22","14,500","-","1","-","-","1989","사라봉7길 20","-","중개거래","제주 제주시","-"
"101","제주특별자치도 제주시 일도이동","113-1","0113","0001","일도수선화","49.0600","202207","22","24,500","-","3","-","-","1993","연삼로 560-1","-","중개거래","제주 제주시","-"
"102","제주특별자치도 서귀포시 동홍동","1557-1","1557","0001","센트럴팰리스","26.9400","202207","22","15,000","-","8","-","-","2018","중앙로 172","-","중개거래","제주 서귀포시","-"
"103","제주특별자치도 제주시 노형동","754-4","0754","0004","부영2차","45.9078","202207","21","35,500","-","3","-","-","2001","과원로 11","20220727","중개거래","제주 서귀포시","-"
"104","제주특별자치도 제주시 외도일동","529-1","0529","0001","해밀마루","46.7400","202207","21","20,000","-","7","-","-","2019","우정로15길 48","-","직거래","-","-"
"105","제주특별자치도 서귀포시 중문동","1999-2","1999","0002","민우중문","59.7000","202207","21","12,500","-","2","-","-","1993","천제연로213번길 14-3","20220801","중개거래","제주 서귀포시","-"
"106","제주특별자치도 제주시 노형동","754-4","0754","0004","부영2차","45.9078","202207","21","35,500","-","3","-","-","2001","과원로 11","-","중개거래","제주 서귀포시 제주 제주시","-"
"107","제주특별자치도 제주시 화북이동","3463-1","3463","0001","상익푸르미르","84.1100","202207","21","31,500","-","4","-","-","2017","거로남3길 1-3","-","중개거래","제주 제주시","-"
"108","제주특별자치도 제주시 삼도일동","572-15","0572","0015","금광아이빌","23.1000","202207","20","8,250","-","8","-","-","2012","서광로18길 5-19","-","직거래","-","-"
"109","제주특별자치도 제주시 일도일동","1112-4","1112","0004","현명모던","73.2200","202207","20","15,700","-","2","-","-","2003","신산로2길 21","-","중개거래","제주 제주시","-"
"110","제주특별자치도 제주시 일도이동","1043-20","1043","0020","일도캐슬휘닉스아파트","84.9406","202207","19","37,800","-","10","-","-","2017","삼성로5길 24","-","중개거래","제주 제주시","-"
"111","제주특별자치도 제주시 도남동","46-1","0046","0001","도남성원3","59.8750","202207","19","10,000","-","1","-","-","1996","신성로4길 2","-","직거래","-","-"
"112","제주특별자치도 서귀포시 서홍동","150","0150","0000","금성스마트빌","75.2974","202207","19","24,600","-","4","-","-","2013","현청로 65","-","중개거래","제주 서귀포시","-"
"113","제주특별자치도 제주시 일도이동","113-1","0113","0001","일도수선화","49.0600","202207","19","25,800","-","1","-","-","1993","연삼로 560-1","-","중개거래","제주 제주시","-"
"114","제주특별자치도 서귀포시 대정읍 상모리","3078","3078","0000","상모채움","88.2900","202207","18","23,700","-","6","-","-","2020","상모로269번길 17","-","중개거래","제주 제주시","-"
"115","제주특별자치도 서귀포시 동홍동","179","0179","0000","제이원타워","15.2000","202207","18","5,300","-","6","-","-","2015","태평로 509","-","중개거래","제주 서귀포시","-"
"116","제주특별자치도 제주시 노형동","945","0945","0000","유나이티드","42.7500","202207","18","20,000","-","3","-","-","1984","원노형10길 28","-","중개거래","제주 제주시","-"
"117","제주특별자치도 서귀포시 동홍동","95-5","0095","0005","가나휘닉스","84.9675","202207","18","33,700","-","8","-","-","2008","동홍동로31번길 15","-","중개거래","제주 서귀포시","-"
"118","제주특별자치도 서귀포시 동홍동","1557-1","1557","0001","센트럴팰리스","18.4400","202207","18","12,500","-","5","-","-","2018","중앙로 172","-","중개거래","제주 서귀포시","-"
"119","제주특별자치도 제주시 이도이동","1060-5","1060","0005","목성2차","84.5500","202207","16","28,200","-","3","-","-","2004","고산동산5길 30","-","중개거래","제주 제주시","-"
"120","제주특별자치도 제주시 삼양일동","1628-1","1628","0001","삼부장미(나동)","61.8300","202207","16","11,500","-","4","-","-","1992","선사로6길 58","-","중개거래","제주 제주시","-"
"121","제주특별자치도 제주시 연동","298-2","0298","0002","엠디","83.8031","202207","16","41,400","-","5","-","-","2011","신대로22길 14","-","중개거래","제주 제주시","-"
"122","제주특별자치도 서귀포시 서홍동","220","0220","0000","광진빌2차A동","76.5940","202207","16","23,000","-","5","-","-","2012","중산간동로 8064-2","-","중개거래","제주 서귀포시","-"
"123","제주특별자치도 서귀포시 중문동","2367-1","2367","0001","삼성홈스테이","17.9935","202207","15","8,700","-","6","-","-","2018","중문상로 10","-","중개거래","제주 서귀포시","-"
"124","제주특별자치도 제주시 일도이동","46-1","0046","0001","혜성대유","59.8200","202207","15","36,000","-","3","-","-","1995","연수로 40","-","중개거래","제주 제주시","-"
"125","제주특별자치도 제주시 아라일동","6143-8","6143","0008","아라천일","59.9400","202207","15","18,000","-","5","-","-","1992","인다14길 14","-","중개거래","제주 제주시","-"
"126","제주특별자치도 제주시 일도이동","377-9","0377","0009","인제아파트","41.5200","202207","15","27,000","-","4","-","-","1975","고마로 91","-","중개거래","제주 제주시","-"
"127","제주특별자치도 제주시 이도이동","1045-1","1045","0001","제민그린빌","84.4700","202207","15","30,000","-","9","-","-","2012","가령로 56","-","중개거래","제주 제주시","-"
"128","제주특별자치도 서귀포시 서호동","1545","1545","0000","HausD블루오션","74.9400","202207","14","42,000","-","3","-","-","2015","서호남로 92-16","-","중개거래","제주 서귀포시","-"
"129","제주특별자치도 제주시 연동","294-65","0294","0065","삼성하나로","77.4400","202207","14","25,500","-","3","-","-","2007","연동14길 13","-","중개거래","제주 제주시","-"
"130","제주특별자치도 제주시 연동","2332-6","2332","0006","삼무원룸","32.6400","202207","14","7,000","-","8","-","-","2002","도령로 123","-","중개거래","제주 제주시","-"
"131","제주특별자치도 서귀포시 중문동","2433-2","2433","0002","중문미듬하나로","59.3599","202207","14","12,800","-","1","-","-","2002","천제연로232번길 18-5","-","중개거래","제주 서귀포시","-"
"132","제주특별자치도 제주시 노형동","1040-1","1040","0001","삼환3차","59.6800","202207","14","20,000","-","5","-","-","1998","월랑북길 18","-","중개거래","제주 제주시","-"
"133","제주특별자치도 제주시 연동","2325-5","2325","0005","장원타운","155.3800","202207","14","60,000","-","9","-","-","2003","성신로1길 18","-","직거래","-","-"
"134","제주특별자치도 제주시 연동","2325-5","2325","0005","장원타운","155.3800","202207","14","49,000","-","9","-","-","2003","성신로1길 18","-","직거래","-","-"
"135","제주특별자치도 제주시 연동","294-65","0294","0065","삼성하나로","77.4400","202207","14","25,000","-","2","-","-","2007","연동14길 13","-","중개거래","제주 제주시","-"
"136","제주특별자치도 서귀포시 대정읍 하모리","767-1","0767","0001","새움엘리시아1차아파트","83.8200","202207","13","26,500","-","3","-","-","2016","신영로94번길 23","-","중개거래","제주 서귀포시","-"
"137","제주특별자치도 제주시 조천읍 함덕리","4168","4168","0000","광명샤인빌","84.5989","202207","13","33,000","-","3","-","-","2006","함덕30길 27","-","직거래","-","-"
"138","제주특별자치도 서귀포시 중문동","1674-1","1674","0001","남주(나동)","45.1200","202207","13","6,900","-","2","-","-","1991","천제연로213번길 33-4","-","직거래","-","-"
"139","제주특별자치도 제주시 노형동","943","0943","0000","노형해모로루엔","59.9799","202207","13","64,500","-","8","-","-","2019","원노형10길 20","-","중개거래","제주 제주시","-"
"140","제주특별자치도 서귀포시 강정동","195","0195","0000","서귀포강정지구3블럭중흥에스-클래스","84.9297","202207","13","56,800","-","11","-","-","2016","대청로 12","-","중개거래","제주 서귀포시","-"
"141","제주특별자치도 서귀포시 동홍동","1382","1382","0000","나산빌라트","83.1300","202207","13","13,000","-","4","-","-","1992","중앙로150번길 33","-","직거래","-","-"
"142","제주특별자치도 제주시 애월읍 하귀2리","1750-1","1750","0001","제웅명당","84.0200","202207","13","22,000","-","2","-","-","2005","하귀로 43-3","-","중개거래","제주 제주시","-"
"143","제주특별자치도 제주시 연동","1399-1","1399","0001","대림이편한세상2차","119.2960","202207","12","136,500","-","9","-","-","2002","연화로 25","-","중개거래","제주 서귀포시 제주 제주시","-"
"144","제주특별자치도 제주시 용담삼동","541-4","0541","0004","용담이타스","84.6400","202207","12","24,000","-","2","-","-","2012","용담로1길 18","-","직거래","-","-"
"145","제주특별자치도 제주시 화북이동","3463-1","3463","0001","상익푸르미르","84.1100","202207","12","25,500","-","2","-","-","2017","거로남3길 1-3","-","직거래","-","-"
